what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_51-b11-457-10M4509",1391273358542
java.specification.name,sysinfo,,,"Java Platform API Specification",1391273358542
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1391273358542
java.specification.version,sysinfo,,,"1.6",1391273358542
java.vendor,sysinfo,,,"Apple Inc.",1391273358542
java.version,sysinfo,,,"1.6.0_51",1391273358542
java.vm.info,sysinfo,,,"mixed mode",1391273358542
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1391273358542
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1391273358542
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1391273358542
java.vm.specification.version,sysinfo,,,"1.0",1391273358542
java.vm.vendor,sysinfo,,,"Apple Inc.",1391273358542
java.vm.version,sysinfo,,,"20.51-b01-457",1391273358542
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1391273358599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391273359191
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1391273359199
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1391273361058
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1391273361387
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1391273361399
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1391273361416
started,bundle,org.eclipse.dltk.core,3.0.1.v20110823,"org.eclipse.dltk.core",1391273361637
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1391273361770
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1391273361792
started,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1391273361844
started,bundle,org.springframework.ide.eclipse.osgi.targetdefinition,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.osgi.targetdefinition",1391273361936
started,bundle,org.springframework.ide.eclipse.uaa,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.uaa",1391273365322
started,bundle,com.onpositive.gae.tools.core,1.3.9.201107081710,"com.onpositive.gae.tools.core",1391273365376
started,bundle,com.onpositive.gae.base.manager,1.3.9.201107081710,"com.onpositive.gae.base.manager",1391273365447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391273366936
started,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.relr37v201110112027,"com.google.gwt.eclipse.sdkbundle",1391273367986
started,bundle,com.google.gdt.eclipse.platform.shared,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.shared",1391273368077
started,bundle,com.google.gdt.eclipse.platform.e36,1.4.2.v201012211742,"com.google.gdt.eclipse.platform.e36",1391273368078
started,bundle,com.google.gwt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.core",1391273368737
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1391273369012
started,bundle,com.google.appengine.eclipse.sdkbundle,1.6.0.v201111171704r37,"com.google.appengine.eclipse.sdkbundle",1391273369177
started,bundle,com.google.appengine.eclipse.core,2.4.2.relr37v201110112027,"com.google.appengine.eclipse.core",1391273369447
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1391273370449
started,bundle,com.onpositive.semantic.ui,1.3.9.201104121317,"com.onpositive.semantic.ui",1391273370452
started,bundle,com.google.gdt.eclipse.designer,2.4.2.r37x201109270347,"com.google.gdt.eclipse.designer",1391273370536
started,bundle,org.springframework.ide.eclipse.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.core",1391273370608
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.2.r37x201109270347,"com.google.gdt.eclipse.designer.UiBinder",1391273370666
started,bundle,com.google.gdt.eclipse.mobile.android,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.mobile.android",1391273370806
started,bundle,org.codehaus.groovy.eclipse.dsl,2.5.2.xx-20110929-1800-e37,"org.codehaus.groovy.eclipse.dsl",1391273370916
started,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1391273370952
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1391273371781
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1391273376897
started,bundle,com.google.gdt.eclipse.suite,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.suite",1391273377327
started,bundle,com.google.gdt.eclipse.managedapis,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.managedapis",1391273377347
started,bundle,org.springframework.ide.eclipse.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.ui",1391273377447
started,bundle,org.springframework.ide.eclipse.beans.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui",1391273377452
started,bundle,org.springframework.ide.eclipse.aop.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.aop.core",1391273377468
started,bundle,org.springframework.ide.eclipse.aop.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.aop.ui",1391273377477
started,bundle,org.springframework.ide.eclipse.beans.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.core",1391273377650
started,bundle,org.epic.perleditor,0.6.28,"org.epic.perleditor",1391273378119
started,bundle,org.eclipse.jgit,2.0.0.201206130900-r,"org.eclipse.jgit",1391273378376
started,bundle,org.eclipse.egit.core,2.0.0.201206130900-r,"org.eclipse.egit.core",1391273378744
started,bundle,org.eclipse.egit.ui,2.0.0.201206130900-r,"org.eclipse.egit.ui",1391273378852
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1391273386997
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.201.v201108161900,"org.eclipse.jst.common.project.facet.core",1391273387004
no handler,command,com.onpositive.semantic.ui.workbench,,"com.onpositive.semantic.ui.workbench.openCommand",1391273388516
no handler,command,com.onpositive.semantic.ui.workbench,,"com.onpositive.semantic.ui.workbench.openCommand",1391273388516
no handler,command,com.onpositive.semantic.ui.workbench,,"com.onpositive.semantic.ui.workbench.openCommand",1391273388516
no handler,command,com.onpositive.semantic.ui.workbench,,"com.onpositive.semantic.ui.workbench.openCommand",1391273388516
no handler,command,com.onpositive.semantic.ui.workbench,,"com.onpositive.semantic.ui.workbench.openCommand",1391273388516
no handler,command,com.onpositive.semantic.ui.workbench,,"com.onpositive.semantic.ui.workbench.openCommand",1391273388516
no handler,command,com.onpositive.semantic.ui.workbench,,"com.onpositive.semantic.ui.workbench.openCommand",1391273388516
no handler,command,com.onpositive.semantic.ui.workbench,,"com.onpositive.semantic.ui.workbench.openCommand",1391273388516
started,bundle,com.onpositive.gae.profiler,1.3.9.201107081710,"com.onpositive.gae.profiler",1391273388774
started,bundle,org.codehaus.groovy,1.8.2.xx-20110929-1800-e37,"org.codehaus.groovy",1391273388931
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1391273389795
started,bundle,com.google.gdt.eclipse.appengine.rpc,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.appengine.rpc",1391273389966
started,bundle,com.google.gdt.eclipse.designer.hosted,2.4.2.r37x201109270337,"com.google.gdt.eclipse.designer.hosted",1391273390146
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1391273390154
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1391273390158
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1391273390212
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1391273390265
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1391273390355
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1391273390393
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1391273390521
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1391273390522
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1391273390547
started,bundle,com.onpositive.appwrench.buildpath,1.0.0.201107081710,"com.onpositive.appwrench.buildpath",1391273390568
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1391273390639
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1391273390661
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1391273390754
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1391273393668
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1391273393908
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1391273393911
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1391273393956
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1391273393980
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1391273405424
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1391273405439
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1391273405450
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1391273405599
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1391273405663
opened,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1391273406138
started,bundle,org.springframework.ide.eclipse.beans.core.metadata,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.core.metadata",1391273406236
opened,view,org.springframework.ide.eclipse.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.ui.navigator.springExplorer",1391273406272
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1391273406308
